"GEOID","race","agecat","sex","acs.pop"
"25025110301","total","Age20-24","Male",540
"25025110301","total","Age25-29","Female",301
"25025110301","total","Age25-29","Male",538
"25025110301","total","Age30-34","Female",611
"25025110301","total","Age30-34","Male",306
"25025110301","total","Age35-44","Female",1129
"25025110301","total","Age35-44","Male",1146
"25025110301","total","Age45-54","Female",1551
"25025110301","total","Age45-54","Male",738
"25025110301","total","Age5-9","Female",439
"25025110301","total","Age5-9","Male",260
"25025110301","total","Age55-64","Female",912
"25025110301","total","Age55-64","Male",827
"25025110301","total","Age65-74","Female",570
"25025110301","total","Age65-74","Male",332
"25025110301","total","Age75-84","Female",271
"25025110301","total","Age75-84","Male",176
"25025110301","total","Age85+","Female",280
"25025110301","total","Age85+","Male",0
"25025110401","total","Age0-4","Female",559
"25025110401","total","Age0-4","Male",449
"25025110401","total","Age10-14","Female",323
"25025110401","total","Age10-14","Male",327
"25025110401","total","Age15-19","Female",492
"25025110401","total","Age15-19","Male",414
"25025110401","total","Age20-24","Female",663
"25025110401","total","Age20-24","Male",369
"25025110401","total","Age25-29","Female",899
"25025110401","total","Age25-29","Male",635
"25025110401","total","Age30-34","Female",698
"25025110401","total","Age30-34","Male",824
"25025110401","total","Age35-44","Female",1471
"25025110401","total","Age35-44","Male",1389
"25025110401","total","Age45-54","Female",1691
"25025110401","total","Age45-54","Male",1090
"25025110401","total","Age5-9","Female",792
"25025110401","total","Age5-9","Male",720
"25025110401","total","Age55-64","Female",1668
"25025110401","total","Age55-64","Male",1080
"25025110401","total","Age65-74","Female",870
"25025110401","total","Age65-74","Male",634
"25025110401","total","Age75-84","Female",312
"25025110401","total","Age75-84","Male",121
"25025110401","total","Age85+","Female",114
"25025110401","total","Age85+","Male",224
"25025110403","total","Age0-4","Female",648
"25025110403","total","Age0-4","Male",871
"25025110403","total","Age10-14","Female",598
"25025110403","total","Age10-14","Male",942
"25025110403","total","Age15-19","Female",716
"25025110403","total","Age15-19","Male",334
"25025110403","total","Age20-24","Female",1032
"25025110403","total","Age20-24","Male",1139
"25025110403","total","Age25-29","Female",447
"25025110403","total","Age25-29","Male",603
"25025110403","total","Age30-34","Female",715
"25025110403","total","Age30-34","Male",665
"25025110403","total","Age35-44","Female",2387
"25025110403","total","Age35-44","Male",1545
"25025110403","total","Age45-54","Female",1904
"25025110403","total","Age45-54","Male",1655
"25025110403","total","Age5-9","Female",589
"25025110403","total","Age5-9","Male",450
"25025110403","total","Age55-64","Female",1759
"25025110403","total","Age55-64","Male",1561
"25025110403","total","Age65-74","Female",910
"25025110403","total","Age65-74","Male",512
"25025110403","total","Age75-84","Female",527
"25025110403","total","Age75-84","Male",443
"25025110403","total","Age85+","Female",245
"25025110403","total","Age85+","Male",34
"25025110501","total","Age0-4","Female",449
"25025110501","total","Age0-4","Male",444
"25025110501","total","Age10-14","Female",762
"25025110501","total","Age10-14","Male",536
"25025110501","total","Age15-19","Female",505
"25025110501","total","Age15-19","Male",168
"25025110501","total","Age20-24","Female",273
"25025110501","total","Age20-24","Male",118
"25025110501","total","Age25-29","Female",521
"25025110501","total","Age25-29","Male",705
"25025110501","total","Age30-34","Female",935
"25025110501","total","Age30-34","Male",891
"25025110501","total","Age35-44","Female",1641
"25025110501","total","Age35-44","Male",1856
"25025110501","total","Age45-54","Female",1328
"25025110501","total","Age45-54","Male",1019
"25025110501","total","Age5-9","Female",688
"25025110501","total","Age5-9","Male",342
"25025110501","total","Age55-64","Female",1466
"25025110501","total","Age55-64","Male",1033
"25025110501","total","Age65-74","Female",538
"25025110501","total","Age65-74","Male",756
"25025110501","total","Age75-84","Female",375
"25025110501","total","Age75-84","Male",212
"25025110501","total","Age85+","Female",202
"25025110501","total","Age85+","Male",139
"25025110502","total","Age0-4","Female",1233
"25025110502","total","Age0-4","Male",679
"25025110502","total","Age10-14","Female",322
"25025110502","total","Age10-14","Male",506
"25025110502","total","Age15-19","Female",574
"25025110502","total","Age15-19","Male",652
"25025110502","total","Age20-24","Female",670
"25025110502","total","Age20-24","Male",373
"25025110502","total","Age25-29","Female",1612
"25025110502","total","Age25-29","Male",1358
"25025110502","total","Age30-34","Female",1185
"25025110502","total","Age30-34","Male",950
"25025110502","total","Age35-44","Female",2033
"25025110502","total","Age35-44","Male",1647
"25025110502","total","Age45-54","Female",1372
"25025110502","total","Age45-54","Male",2013
"25025110502","total","Age5-9","Female",460
"25025110502","total","Age5-9","Male",656
"25025110502","total","Age55-64","Female",1356
"25025110502","total","Age55-64","Male",1498
"25025110502","total","Age65-74","Female",781
"25025110502","total","Age65-74","Male",807
"25025110502","total","Age75-84","Female",321
"25025110502","total","Age75-84","Male",186
"25025110502","total","Age85+","Female",129
"25025110502","total","Age85+","Male",45
"25025110601","total","Age0-4","Female",252
"25025110601","total","Age0-4","Male",422
"25025110601","total","Age10-14","Female",399
"25025110601","total","Age10-14","Male",432
"25025110601","total","Age15-19","Female",222
"25025110601","total","Age15-19","Male",298
"25025110601","total","Age20-24","Female",35
"25025110601","total","Age20-24","Male",239
"25025110601","total","Age25-29","Female",49
"25025110601","total","Age25-29","Male",178
"25025110601","total","Age30-34","Female",321
"25025110601","total","Age30-34","Male",442
"25025110601","total","Age35-44","Female",792
"25025110601","total","Age35-44","Male",818
"25025110601","total","Age45-54","Female",1248
"25025110601","total","Age45-54","Male",1053
"25025110601","total","Age5-9","Female",456
"25025110601","total","Age5-9","Male",392
"25025110601","total","Age55-64","Female",1169
"25025110601","total","Age55-64","Male",824
"25025110601","total","Age65-74","Female",729
"25025110601","total","Age65-74","Male",854
"25025110601","total","Age75-84","Female",969
"25025110601","total","Age75-84","Male",423
"25025110601","total","Age85+","Female",1488
"25025110601","total","Age85+","Male",234
"25025110607","total","Age0-4","Female",815
"25025110607","total","Age0-4","Male",742
"25025110607","total","Age10-14","Female",272
"25025110607","total","Age10-14","Male",377
"25025110607","total","Age15-19","Female",331
"25025110607","total","Age15-19","Male",585
"25025110607","total","Age20-24","Female",448
"25025110607","total","Age20-24","Male",659
"25025110607","total","Age25-29","Female",859
"25025110607","total","Age25-29","Male",958
"25025110607","total","Age30-34","Female",1431
"25025110607","total","Age30-34","Male",1176
"25025110607","total","Age35-44","Female",2857
"25025110607","total","Age35-44","Male",2318
"25025110607","total","Age45-54","Female",1388
"25025110607","total","Age45-54","Male",1764
"25025110607","total","Age5-9","Female",157
"25025110607","total","Age5-9","Male",974
"25025110607","total","Age55-64","Female",2157
"25025110607","total","Age55-64","Male",1802
"25025110607","total","Age65-74","Female",795
"25025110607","total","Age65-74","Male",788
"25025110607","total","Age75-84","Female",1248
"25025110607","total","Age75-84","Male",382
"25025110607","total","Age85+","Female",1251
"25025110607","total","Age85+","Male",316
"25025120103","total","Age0-4","Female",236
"25025120103","total","Age0-4","Male",302
"25025120103","total","Age10-14","Female",201
"25025120103","total","Age10-14","Male",261
"25025120103","total","Age15-19","Female",285
"25025120103","total","Age15-19","Male",145
"25025120103","total","Age20-24","Female",108
"25025120103","total","Age20-24","Male",85
"25025120103","total","Age25-29","Female",371
"25025120103","total","Age25-29","Male",98
"25025120103","total","Age30-34","Female",392
"25025120103","total","Age30-34","Male",351
"25025120103","total","Age35-44","Female",744
"25025120103","total","Age35-44","Male",699
"25025120103","total","Age45-54","Female",582
"25025120103","total","Age45-54","Male",699
"25025120103","total","Age5-9","Female",151
"25025120103","total","Age5-9","Male",437
"25025120103","total","Age55-64","Female",646
"25025120103","total","Age55-64","Male",581
"25025120103","total","Age65-74","Female",322
"25025120103","total","Age65-74","Male",342
"25025120103","total","Age75-84","Female",244
"25025120103","total","Age75-84","Male",119
"25025120103","total","Age85+","Female",78
"25025120103","total","Age85+","Male",28
"25025120104","total","Age0-4","Female",460
"25025120104","total","Age0-4","Male",179
"25025120104","total","Age10-14","Female",155
"25025120104","total","Age10-14","Male",142
"25025120104","total","Age15-19","Female",282
"25025120104","total","Age15-19","Male",58
"25025120104","total","Age20-24","Female",168
"25025120104","total","Age20-24","Male",111
"25025120104","total","Age25-29","Female",1038
"25025120104","total","Age25-29","Male",681
"25025120104","total","Age30-34","Female",1151
"25025120104","total","Age30-34","Male",781
"25025120104","total","Age35-44","Female",1234
"25025120104","total","Age35-44","Male",968
"25025120104","total","Age45-54","Female",596
"25025120104","total","Age45-54","Male",760
"25025120104","total","Age5-9","Female",309
"25025120104","total","Age5-9","Male",416
"25025120104","total","Age55-64","Female",873
"25025120104","total","Age55-64","Male",310
"25025120104","total","Age65-74","Female",252
"25025120104","total","Age65-74","Male",216
"25025120104","total","Age75-84","Female",164
"25025120104","total","Age75-84","Male",66
"25025120104","total","Age85+","Female",46
"25025120104","total","Age85+","Male",0
"25025120105","total","Age0-4","Female",375
"25025120105","total","Age0-4","Male",90
"25025120105","total","Age10-14","Female",304
"25025120105","total","Age10-14","Male",485
"25025120105","total","Age15-19","Female",1137
"25025120105","total","Age15-19","Male",189
"25025120105","total","Age20-24","Female",999
"25025120105","total","Age20-24","Male",84
"25025120105","total","Age25-29","Female",90
"25025120105","total","Age25-29","Male",136
"25025120105","total","Age30-34","Female",199
"25025120105","total","Age30-34","Male",74
"25025120105","total","Age35-44","Female",890
"25025120105","total","Age35-44","Male",838
"25025120105","total","Age45-54","Female",912
"25025120105","total","Age45-54","Male",966
"25025120105","total","Age5-9","Female",262
"25025120105","total","Age5-9","Male",262
"25025120105","total","Age55-64","Female",1034
"25025120105","total","Age55-64","Male",983
"25025120105","total","Age65-74","Female",1112
"25025120105","total","Age65-74","Male",819
"25025120105","total","Age75-84","Female",447
"25025120105","total","Age75-84","Male",178
"25025120105","total","Age85+","Female",461
"25025120105","total","Age85+","Male",191
"25025120201","total","Age0-4","Female",605
"25025120201","total","Age0-4","Male",1000
"25025120201","total","Age10-14","Female",262
"25025120201","total","Age10-14","Male",258
"25025120201","total","Age15-19","Female",233
"25025120201","total","Age15-19","Male",228
"25025120201","total","Age20-24","Female",659
"25025120201","total","Age20-24","Male",750
"25025120201","total","Age25-29","Female",1422
"25025120201","total","Age25-29","Male",1264
"25025120201","total","Age30-34","Female",1744
"25025120201","total","Age30-34","Male",1726
"25025120201","total","Age35-44","Female",1382
"25025120201","total","Age35-44","Male",1586
"25025120201","total","Age45-54","Female",892
"25025120201","total","Age45-54","Male",1081
"25025120201","total","Age5-9","Female",281
"25025120201","total","Age5-9","Male",231
"25025120201","total","Age55-64","Female",820
"25025120201","total","Age55-64","Male",889
"25025120201","total","Age65-74","Female",561
"25025120201","total","Age65-74","Male",452
"25025120201","total","Age75-84","Female",327
"25025120201","total","Age75-84","Male",132
"25025120201","total","Age85+","Female",206
"25025120201","total","Age85+","Male",13
"25025120301","total","Age0-4","Female",507
"25025120301","total","Age0-4","Male",939
"25025120301","total","Age10-14","Female",325
"25025120301","total","Age10-14","Male",476
"25025120301","total","Age15-19","Female",601
"25025120301","total","Age15-19","Male",578
"25025120301","total","Age20-24","Female",1086
"25025120301","total","Age20-24","Male",810
"25025120301","total","Age25-29","Female",1999
"25025120301","total","Age25-29","Male",1736
"25025120301","total","Age30-34","Female",1515
"25025120301","total","Age30-34","Male",1560
"25025120301","total","Age35-44","Female",1994
"25025120301","total","Age35-44","Male",2647
"25025120301","total","Age45-54","Female",1335
"25025120301","total","Age45-54","Male",1476
"25025120301","total","Age5-9","Female",569
"25025120301","total","Age5-9","Male",391
"25025120301","total","Age55-64","Female",1892
"25025120301","total","Age55-64","Male",1189
"25025120301","total","Age65-74","Female",785
"25025120301","total","Age65-74","Male",898
"25025120301","total","Age75-84","Female",310
"25025120301","total","Age75-84","Male",276
"25025120301","total","Age85+","Female",136
"25025120301","total","Age85+","Male",143
"25025120400","total","Age0-4","Female",778
"25025120400","total","Age0-4","Male",828
"25025120400","total","Age10-14","Female",645
"25025120400","total","Age10-14","Male",525
"25025120400","total","Age15-19","Female",541
"25025120400","total","Age15-19","Male",228
"25025120400","total","Age20-24","Female",1002
"25025120400","total","Age20-24","Male",785
"25025120400","total","Age25-29","Female",3727
"25025120400","total","Age25-29","Male",2273
"25025120400","total","Age30-34","Female",2215
"25025120400","total","Age30-34","Male",1819
"25025120400","total","Age35-44","Female",2429
"25025120400","total","Age35-44","Male",2176
"25025120400","total","Age45-54","Female",1947
"25025120400","total","Age45-54","Male",1719
"25025120400","total","Age5-9","Female",414
"25025120400","total","Age5-9","Male",229
"25025120400","total","Age55-64","Female",2569
"25025120400","total","Age55-64","Male",1519
"25025120400","total","Age65-74","Female",1813
"25025120400","total","Age65-74","Male",749
"25025120400","total","Age75-84","Female",319
"25025120400","total","Age75-84","Male",443
"25025120400","total","Age85+","Female",813
"25025120400","total","Age85+","Male",219
"25025120500","total","Age0-4","Female",399
"25025120500","total","Age0-4","Male",504
"25025120500","total","Age10-14","Female",346
"25025120500","total","Age10-14","Male",327
"25025120500","total","Age15-19","Female",160
"25025120500","total","Age15-19","Male",221
"25025120500","total","Age20-24","Female",484
"25025120500","total","Age20-24","Male",798
"25025120500","total","Age25-29","Female",1141
"25025120500","total","Age25-29","Male",1167
"25025120500","total","Age30-34","Female",1238
"25025120500","total","Age30-34","Male",1117
"25025120500","total","Age35-44","Female",905
"25025120500","total","Age35-44","Male",853
"25025120500","total","Age45-54","Female",727
"25025120500","total","Age45-54","Male",766
"25025120500","total","Age5-9","Female",162
"25025120500","total","Age5-9","Male",272
"25025120500","total","Age55-64","Female",486
"25025120500","total","Age55-64","Male",402
"25025120500","total","Age65-74","Female",297
"25025120500","total","Age65-74","Male",186
"25025120500","total","Age75-84","Female",133
"25025120500","total","Age75-84","Male",248
"25025120500","total","Age85+","Female",59
"25025120500","total","Age85+","Male",98
"25025120600","total","Age0-4","Female",248
"25025120600","total","Age0-4","Male",375
"25025120600","total","Age10-14","Female",93
"25025120600","total","Age10-14","Male",141
"25025120600","total","Age15-19","Female",4
"25025120600","total","Age15-19","Male",177
"25025120600","total","Age20-24","Female",688
"25025120600","total","Age20-24","Male",525
"25025120600","total","Age25-29","Female",1472
"25025120600","total","Age25-29","Male",990
"25025120600","total","Age30-34","Female",1145
"25025120600","total","Age30-34","Male",1170
"25025120600","total","Age35-44","Female",1038
"25025120600","total","Age35-44","Male",916
"25025120600","total","Age45-54","Female",854
"25025120600","total","Age45-54","Male",574
"25025120600","total","Age5-9","Female",65
"25025120600","total","Age5-9","Male",170
"25025120600","total","Age55-64","Female",319
"25025120600","total","Age55-64","Male",373
"25025120600","total","Age65-74","Female",412
"25025120600","total","Age65-74","Male",362
"25025120600","total","Age75-84","Female",76
"25025120600","total","Age75-84","Male",49
"25025120600","total","Age85+","Female",18
"25025120600","total","Age85+","Male",0
"25025120700","total","Age0-4","Female",441
"25025120700","total","Age0-4","Male",356
"25025120700","total","Age10-14","Female",26
"25025120700","total","Age10-14","Male",144
"25025120700","total","Age15-19","Female",166
"25025120700","total","Age15-19","Male",25
"25025120700","total","Age20-24","Female",500
"25025120700","total","Age20-24","Male",189
"25025120700","total","Age25-29","Female",772
"25025120700","total","Age25-29","Male",869
"25025120700","total","Age30-34","Female",747
"25025120700","total","Age30-34","Male",1255
"25025120700","total","Age35-44","Female",1256
"25025120700","total","Age35-44","Male",702
"25025120700","total","Age45-54","Female",323
"25025120700","total","Age45-54","Male",517
"25025120700","total","Age5-9","Female",246
"25025120700","total","Age5-9","Male",68
"25025120700","total","Age55-64","Female",477
"25025120700","total","Age55-64","Male",543
"25025120700","total","Age65-74","Female",446
"25025120700","total","Age65-74","Male",426
"25025120700","total","Age75-84","Female",391
"25025120700","total","Age75-84","Male",147
"25025120700","total","Age85+","Female",144
"25025120700","total","Age85+","Male",50
"25025130100","total","Age0-4","Female",1447
"25025130100","total","Age0-4","Male",1188
"25025130100","total","Age10-14","Female",918
"25025130100","total","Age10-14","Male",427
"25025130100","total","Age15-19","Female",609
"25025130100","total","Age15-19","Male",697
"25025130100","total","Age20-24","Female",356
"25025130100","total","Age20-24","Male",746
"25025130100","total","Age25-29","Female",1387
"25025130100","total","Age25-29","Male",1427
"25025130100","total","Age30-34","Female",1166
"25025130100","total","Age30-34","Male",1325
"25025130100","total","Age35-44","Female",3140
"25025130100","total","Age35-44","Male",2542
"25025130100","total","Age45-54","Female",2434
"25025130100","total","Age45-54","Male",2269
"25025130100","total","Age5-9","Female",649
"25025130100","total","Age5-9","Male",638
"25025130100","total","Age55-64","Female",2675
"25025130100","total","Age55-64","Male",1819
"25025130100","total","Age65-74","Female",1725
"25025130100","total","Age65-74","Male",1370
"25025130100","total","Age75-84","Female",457
"25025130100","total","Age75-84","Male",664
"25025130100","total","Age85+","Female",799
"25025130100","total","Age85+","Male",397
"25025130200","total","Age0-4","Female",1074
"25025130200","total","Age0-4","Male",816
"25025130200","total","Age10-14","Female",582
"25025130200","total","Age10-14","Male",615
"25025130200","total","Age15-19","Female",708
"25025130200","total","Age15-19","Male",534
"25025130200","total","Age20-24","Female",392
"25025130200","total","Age20-24","Male",297
"25025130200","total","Age25-29","Female",1035
"25025130200","total","Age25-29","Male",1103
"25025130200","total","Age30-34","Female",450
"25025130200","total","Age30-34","Male",1035
"25025130200","total","Age35-44","Female",1484
"25025130200","total","Age35-44","Male",1403
"25025130200","total","Age45-54","Female",1871
"25025130200","total","Age45-54","Male",2111
"25025130200","total","Age5-9","Female",599
"25025130200","total","Age5-9","Male",593
"25025130200","total","Age55-64","Female",2564
"25025130200","total","Age55-64","Male",1727
"25025130200","total","Age65-74","Female",1105
"25025130200","total","Age65-74","Male",1285
"25025130200","total","Age75-84","Female",926
"25025130200","total","Age75-84","Male",709
"25025130200","total","Age85+","Female",410
"25025130200","total","Age85+","Male",190
"25025130300","total","Age0-4","Female",945
"25025130300","total","Age0-4","Male",1014
"25025130300","total","Age10-14","Female",642
"25025130300","total","Age10-14","Male",215
"25025130300","total","Age15-19","Female",940
"25025130300","total","Age15-19","Male",422
"25025130300","total","Age20-24","Female",165
"25025130300","total","Age20-24","Male",363
"25025130300","total","Age25-29","Female",311
"25025130300","total","Age25-29","Male",762
"25025130300","total","Age30-34","Female",1156
"25025130300","total","Age30-34","Male",1044
"25025130300","total","Age35-44","Female",1535
"25025130300","total","Age35-44","Male",1319
"25025130300","total","Age45-54","Female",2128
"25025130300","total","Age45-54","Male",1876
"25025130300","total","Age5-9","Female",659
"25025130300","total","Age5-9","Male",486
"25025130300","total","Age55-64","Female",1765
"25025130300","total","Age55-64","Male",1763
"25025130300","total","Age65-74","Female",1026
"25025130300","total","Age65-74","Male",879
"25025130300","total","Age75-84","Female",663
"25025130300","total","Age75-84","Male",275
"25025130300","total","Age85+","Female",350
"25025130300","total","Age85+","Male",233
"25025130402","total","Age0-4","Female",1367
"25025130402","total","Age0-4","Male",883
"25025130402","total","Age10-14","Female",712
"25025130402","total","Age10-14","Male",478
"25025130402","total","Age15-19","Female",378
"25025130402","total","Age15-19","Male",172
"25025130402","total","Age20-24","Female",347
"25025130402","total","Age20-24","Male",246
"25025130402","total","Age25-29","Female",990
"25025130402","total","Age25-29","Male",516
"25025130402","total","Age30-34","Female",1125
"25025130402","total","Age30-34","Male",566
"25025130402","total","Age35-44","Female",1834
"25025130402","total","Age35-44","Male",1798
"25025130402","total","Age45-54","Female",2346
"25025130402","total","Age45-54","Male",1930
"25025130402","total","Age5-9","Female",607
"25025130402","total","Age5-9","Male",437
"25025130402","total","Age55-64","Female",1705
"25025130402","total","Age55-64","Male",1435
"25025130402","total","Age65-74","Female",1451
"25025130402","total","Age65-74","Male",949
"25025130402","total","Age75-84","Female",808
"25025130402","total","Age75-84","Male",945
"25025130402","total","Age85+","Female",631
"25025130402","total","Age85+","Male",67
"25025130404","total","Age0-4","Female",376
"25025130404","total","Age0-4","Male",302
"25025130404","total","Age10-14","Female",320
"25025130404","total","Age10-14","Male",471
"25025130404","total","Age15-19","Female",400
"25025130404","total","Age15-19","Male",191
"25025130404","total","Age20-24","Female",260
"25025130404","total","Age20-24","Male",573
"25025130404","total","Age25-29","Female",1103
"25025130404","total","Age25-29","Male",541
"25025130404","total","Age30-34","Female",462
"25025130404","total","Age30-34","Male",509
"25025130404","total","Age35-44","Female",875
"25025130404","total","Age35-44","Male",1145
"25025130404","total","Age45-54","Female",1380
"25025130404","total","Age45-54","Male",837
"25025130404","total","Age5-9","Female",367
"25025130404","total","Age5-9","Male",418
"25025130404","total","Age55-64","Female",1215
"25025130404","total","Age55-64","Male",1272
"25025130404","total","Age65-74","Female",513
"25025130404","total","Age65-74","Male",679
"25025130404","total","Age75-84","Female",878
"25025130404","total","Age75-84","Male",447
"25025130404","total","Age85+","Female",664
"25025130404","total","Age85+","Male",439
"25025130406","total","Age0-4","Female",2368
"25025130406","total","Age0-4","Male",734
"25025130406","total","Age10-14","Female",703
"25025130406","total","Age10-14","Male",1230
"25025130406","total","Age15-19","Female",791
"25025130406","total","Age15-19","Male",1286
"25025130406","total","Age20-24","Female",491
"25025130406","total","Age20-24","Male",900
"25025130406","total","Age25-29","Female",1640
"25025130406","total","Age25-29","Male",879
"25025130406","total","Age30-34","Female",1598
"25025130406","total","Age30-34","Male",537
"25025130406","total","Age35-44","Female",1881
"25025130406","total","Age35-44","Male",1564
"25025130406","total","Age45-54","Female",2412
"25025130406","total","Age45-54","Male",1530
"25025130406","total","Age5-9","Female",802
"25025130406","total","Age5-9","Male",1257
"25025130406","total","Age55-64","Female",1826
"25025130406","total","Age55-64","Male",1240
"25025130406","total","Age65-74","Female",1042
"25025130406","total","Age65-74","Male",1062
"25025130406","total","Age75-84","Female",544
"25025130406","total","Age75-84","Male",547
"25025130406","total","Age85+","Female",546
"25025130406","total","Age85+","Male",79
"25025140102","total","Age0-4","Female",995
"25025140102","total","Age0-4","Male",672
"25025140102","total","Age10-14","Female",594
"25025140102","total","Age10-14","Male",1140
"25025140102","total","Age15-19","Female",1065
"25025140102","total","Age15-19","Male",685
"25025140102","total","Age20-24","Female",762
"25025140102","total","Age20-24","Male",917
"25025140102","total","Age25-29","Female",836
"25025140102","total","Age25-29","Male",1029
"25025140102","total","Age30-34","Female",1051
"25025140102","total","Age30-34","Male",592
"25025140102","total","Age35-44","Female",1982
"25025140102","total","Age35-44","Male",1848
"25025140102","total","Age45-54","Female",2362
"25025140102","total","Age45-54","Male",1344
"25025140102","total","Age5-9","Female",787
"25025140102","total","Age5-9","Male",385
"25025140102","total","Age55-64","Female",2162
"25025140102","total","Age55-64","Male",1653
"25025140102","total","Age65-74","Female",1047
"25025140102","total","Age65-74","Male",919
"25025140102","total","Age75-84","Female",682
"25025140102","total","Age75-84","Male",472
"25025140102","total","Age85+","Female",223
"25025140102","total","Age85+","Male",143
"25025140105","total","Age0-4","Female",325
"25025140105","total","Age0-4","Male",300
"25025140105","total","Age10-14","Female",470
"25025140105","total","Age10-14","Male",1255
"25025140105","total","Age15-19","Female",667
"25025140105","total","Age15-19","Male",954
"25025140105","total","Age20-24","Female",1212
"25025140105","total","Age20-24","Male",563
"25025140105","total","Age25-29","Female",832
"25025140105","total","Age25-29","Male",814
"25025140105","total","Age30-34","Female",309
"25025140105","total","Age30-34","Male",487
"25025140105","total","Age35-44","Female",1364
"25025140105","total","Age35-44","Male",945
"25025140105","total","Age45-54","Female",1963
"25025140105","total","Age45-54","Male",1559
"25025140105","total","Age5-9","Female",245
"25025140105","total","Age5-9","Male",548
"25025140105","total","Age55-64","Female",1174
"25025140105","total","Age55-64","Male",1813
"25025140105","total","Age65-74","Female",772
"25025140105","total","Age65-74","Male",566
"25025140105","total","Age75-84","Female",703
"25025140105","total","Age75-84","Male",209
"25025140105","total","Age85+","Female",106
"25025140105","total","Age85+","Male",81
"25025140106","total","Age0-4","Female",231
"25025140106","total","Age0-4","Male",163
"25025140106","total","Age10-14","Female",390
"25025140106","total","Age10-14","Male",478
"25025140106","total","Age15-19","Female",427
"25025140106","total","Age15-19","Male",550
"25025140106","total","Age20-24","Female",351
"25025140106","total","Age20-24","Male",389
"25025140106","total","Age25-29","Female",432
"25025140106","total","Age25-29","Male",319
"25025140106","total","Age30-34","Female",370
"25025140106","total","Age30-34","Male",374
"25025140106","total","Age35-44","Female",1004
"25025140106","total","Age35-44","Male",344
"25025140106","total","Age45-54","Female",756
"25025140106","total","Age45-54","Male",440
"25025140106","total","Age5-9","Female",501
"25025140106","total","Age5-9","Male",390
"25025140106","total","Age55-64","Female",575
"25025140106","total","Age55-64","Male",474
"25025140106","total","Age65-74","Female",641
"25025140106","total","Age65-74","Male",300
"25025140106","total","Age75-84","Female",392
"25025140106","total","Age75-84","Male",92
"25025140106","total","Age85+","Female",12
"25025140106","total","Age85+","Male",57
"25025140107","total","Age0-4","Female",394
"25025140107","total","Age0-4","Male",248
"25025140107","total","Age10-14","Female",506
"25025140107","total","Age10-14","Male",176
"25025140107","total","Age15-19","Female",365
"25025140107","total","Age15-19","Male",209
"25025140107","total","Age20-24","Female",411
"25025140107","total","Age20-24","Male",563
"25025140107","total","Age25-29","Female",575
"25025140107","total","Age25-29","Male",511
"25025140107","total","Age30-34","Female",584
"25025140107","total","Age30-34","Male",648
"25025140107","total","Age35-44","Female",1062
"25025140107","total","Age35-44","Male",733
"25025140107","total","Age45-54","Female",1191
"25025140107","total","Age45-54","Male",1221
"25025140107","total","Age5-9","Female",531
"25025140107","total","Age5-9","Male",312
"25025140107","total","Age55-64","Female",1130
"25025140107","total","Age55-64","Male",819
"25025140107","total","Age65-74","Female",568
"25025140107","total","Age65-74","Male",474
"25025140107","total","Age75-84","Female",344
"25025140107","total","Age75-84","Male",144
"25025140107","total","Age85+","Female",32
"25025140107","total","Age85+","Male",47
"25025140201","total","Age0-4","Female",175
"25025140201","total","Age0-4","Male",283
"25025140201","total","Age10-14","Female",548
"25025140201","total","Age10-14","Male",437
"25025140201","total","Age15-19","Female",118
"25025140201","total","Age15-19","Male",139
"25025140201","total","Age20-24","Female",402
"25025140201","total","Age20-24","Male",452
"25025140201","total","Age25-29","Female",258
"25025140201","total","Age25-29","Male",402
"25025140201","total","Age30-34","Female",463
"25025140201","total","Age30-34","Male",647
"25025140201","total","Age35-44","Female",979
"25025140201","total","Age35-44","Male",978
"25025140201","total","Age45-54","Female",926
"25025140201","total","Age45-54","Male",1051
"25025140201","total","Age5-9","Female",264
"25025140201","total","Age5-9","Male",422
"25025140201","total","Age55-64","Female",831
"25025140201","total","Age55-64","Male",695
"25025140201","total","Age65-74","Female",530
"25025140201","total","Age65-74","Male",324
"25025140201","total","Age75-84","Female",254
"25025140201","total","Age75-84","Male",281
"25025140201","total","Age85+","Female",164
"25025140201","total","Age85+","Male",18
"25025140202","total","Age0-4","Female",789
"25025140202","total","Age0-4","Male",1258
"25025140202","total","Age10-14","Female",1236
"25025140202","total","Age10-14","Male",807
"25025140202","total","Age15-19","Female",706
"25025140202","total","Age15-19","Male",1589
"25025140202","total","Age20-24","Female",1377
"25025140202","total","Age20-24","Male",860
"25025140202","total","Age25-29","Female",858
"25025140202","total","Age25-29","Male",1323
"25025140202","total","Age30-34","Female",1222
"25025140202","total","Age30-34","Male",804
"25025140202","total","Age35-44","Female",2192
"25025140202","total","Age35-44","Male",2780
"25025140202","total","Age45-54","Female",2641
"25025140202","total","Age45-54","Male",2198
"25025140202","total","Age5-9","Female",536
"25025140202","total","Age5-9","Male",1173
"25025140202","total","Age55-64","Female",2492
"25025140202","total","Age55-64","Male",1794
"25025140202","total","Age65-74","Female",1409
"25025140202","total","Age65-74","Male",939
"25025140202","total","Age75-84","Female",586
"25025140202","total","Age75-84","Male",722
"25025140202","total","Age85+","Female",503
"25025140202","total","Age85+","Male",72
"25025140300","total","Age0-4","Female",878
"25025140300","total","Age0-4","Male",541
"25025140300","total","Age10-14","Female",1675
"25025140300","total","Age10-14","Male",1821
"25025140300","total","Age15-19","Female",827
"25025140300","total","Age15-19","Male",1553
"25025140300","total","Age20-24","Female",1057
