"GEOID","race","agecat","sex","acs.pop"
"25017350900","total","Age75-84","Female",211
"25017350900","total","Age75-84","Male",152
"25017350900","total","Age85+","Female",46
"25017350900","total","Age85+","Male",44
"25017351000","total","Age0-4","Female",470
"25017351000","total","Age0-4","Male",1168
"25017351000","total","Age10-14","Female",573
"25017351000","total","Age10-14","Male",288
"25017351000","total","Age15-19","Female",225
"25017351000","total","Age15-19","Male",267
"25017351000","total","Age20-24","Female",2452
"25017351000","total","Age20-24","Male",3016
"25017351000","total","Age25-29","Female",4947
"25017351000","total","Age25-29","Male",3991
"25017351000","total","Age30-34","Female",3357
"25017351000","total","Age30-34","Male",3389
"25017351000","total","Age35-44","Female",2485
"25017351000","total","Age35-44","Male",3427
"25017351000","total","Age45-54","Female",1304
"25017351000","total","Age45-54","Male",922
"25017351000","total","Age5-9","Female",254
"25017351000","total","Age5-9","Male",129
"25017351000","total","Age55-64","Female",864
"25017351000","total","Age55-64","Male",859
"25017351000","total","Age65-74","Female",805
"25017351000","total","Age65-74","Male",654
"25017351000","total","Age75-84","Female",534
"25017351000","total","Age75-84","Male",321
"25017351000","total","Age85+","Female",19
"25017351000","total","Age85+","Male",225
"25017351100","total","Age0-4","Female",359
"25017351100","total","Age0-4","Male",289
"25017351100","total","Age10-14","Female",522
"25017351100","total","Age10-14","Male",624
"25017351100","total","Age15-19","Female",807
"25017351100","total","Age15-19","Male",425
"25017351100","total","Age20-24","Female",1881
"25017351100","total","Age20-24","Male",1072
"25017351100","total","Age25-29","Female",2711
"25017351100","total","Age25-29","Male",2935
"25017351100","total","Age30-34","Female",1656
"25017351100","total","Age30-34","Male",2605
"25017351100","total","Age35-44","Female",2122
"25017351100","total","Age35-44","Male",2024
"25017351100","total","Age45-54","Female",1987
"25017351100","total","Age45-54","Male",1877
"25017351100","total","Age5-9","Female",666
"25017351100","total","Age5-9","Male",102
"25017351100","total","Age55-64","Female",1035
"25017351100","total","Age55-64","Male",751
"25017351100","total","Age65-74","Female",1314
"25017351100","total","Age65-74","Male",873
"25017351100","total","Age75-84","Female",389
"25017351100","total","Age75-84","Male",261
"25017351100","total","Age85+","Female",330
"25017351100","total","Age85+","Male",225
"25017351203","total","Age0-4","Female",225
"25017351203","total","Age0-4","Male",792
"25017351203","total","Age10-14","Female",63
"25017351203","total","Age10-14","Male",231
"25017351203","total","Age15-19","Female",294
"25017351203","total","Age15-19","Male",98
"25017351203","total","Age20-24","Female",1273
"25017351203","total","Age20-24","Male",1038
"25017351203","total","Age25-29","Female",2921
"25017351203","total","Age25-29","Male",3698
"25017351203","total","Age30-34","Female",1630
"25017351203","total","Age30-34","Male",1961
"25017351203","total","Age35-44","Female",1568
"25017351203","total","Age35-44","Male",1856
"25017351203","total","Age45-54","Female",1003
"25017351203","total","Age45-54","Male",1296
"25017351203","total","Age5-9","Female",84
"25017351203","total","Age5-9","Male",87
"25017351203","total","Age55-64","Female",568
"25017351203","total","Age55-64","Male",649
"25017351203","total","Age65-74","Female",525
"25017351203","total","Age65-74","Male",376
"25017351203","total","Age75-84","Female",183
"25017351203","total","Age75-84","Male",159
"25017351203","total","Age85+","Female",167
"25017351203","total","Age85+","Male",258
"25017351204","total","Age0-4","Female",617
"25017351204","total","Age0-4","Male",705
"25017351204","total","Age10-14","Female",73
"25017351204","total","Age10-14","Male",118
"25017351204","total","Age15-19","Female",164
"25017351204","total","Age15-19","Male",309
"25017351204","total","Age20-24","Female",1293
"25017351204","total","Age20-24","Male",1020
"25017351204","total","Age25-29","Female",3466
"25017351204","total","Age25-29","Male",4202
"25017351204","total","Age30-34","Female",1715
"25017351204","total","Age30-34","Male",1803
"25017351204","total","Age35-44","Female",1170
"25017351204","total","Age35-44","Male",1480
"25017351204","total","Age45-54","Female",521
"25017351204","total","Age45-54","Male",875
"25017351204","total","Age5-9","Female",289
"25017351204","total","Age5-9","Male",274
"25017351204","total","Age55-64","Female",670
"25017351204","total","Age55-64","Male",611
"25017351204","total","Age65-74","Female",350
"25017351204","total","Age65-74","Male",422
"25017351204","total","Age75-84","Female",130
"25017351204","total","Age75-84","Male",54
"25017351204","total","Age85+","Female",142
"25017351204","total","Age85+","Male",51
"25017351300","total","Age0-4","Female",957
"25017351300","total","Age0-4","Male",90
"25017351300","total","Age10-14","Female",132
"25017351300","total","Age10-14","Male",131
"25017351300","total","Age15-19","Female",92
"25017351300","total","Age15-19","Male",309
"25017351300","total","Age20-24","Female",969
"25017351300","total","Age20-24","Male",362
"25017351300","total","Age25-29","Female",1715
"25017351300","total","Age25-29","Male",1847
"25017351300","total","Age30-34","Female",1815
"25017351300","total","Age30-34","Male",1171
"25017351300","total","Age35-44","Female",2465
"25017351300","total","Age35-44","Male",1492
"25017351300","total","Age45-54","Female",800
"25017351300","total","Age45-54","Male",295
"25017351300","total","Age5-9","Female",494
"25017351300","total","Age5-9","Male",265
"25017351300","total","Age55-64","Female",1127
"25017351300","total","Age55-64","Male",1422
"25017351300","total","Age65-74","Female",801
"25017351300","total","Age65-74","Male",773
"25017351300","total","Age75-84","Female",918
"25017351300","total","Age75-84","Male",340
"25017351300","total","Age85+","Female",79
"25017351300","total","Age85+","Male",127
"25017351403","total","Age0-4","Female",744
"25017351403","total","Age0-4","Male",947
"25017351403","total","Age10-14","Female",443
"25017351403","total","Age10-14","Male",309
"25017351403","total","Age15-19","Female",454
"25017351403","total","Age15-19","Male",403
"25017351403","total","Age20-24","Female",1429
"25017351403","total","Age20-24","Male",1108
"25017351403","total","Age25-29","Female",1219
"25017351403","total","Age25-29","Male",2033
"25017351403","total","Age30-34","Female",684
"25017351403","total","Age30-34","Male",1075
"25017351403","total","Age35-44","Female",1729
"25017351403","total","Age35-44","Male",2252
"25017351403","total","Age45-54","Female",1138
"25017351403","total","Age45-54","Male",1059
"25017351403","total","Age5-9","Female",253
"25017351403","total","Age5-9","Male",407
"25017351403","total","Age55-64","Female",1047
"25017351403","total","Age55-64","Male",1289
"25017351403","total","Age65-74","Female",554
"25017351403","total","Age65-74","Male",441
"25017351403","total","Age75-84","Female",563
"25017351403","total","Age75-84","Male",244
"25017351403","total","Age85+","Female",118
"25017351403","total","Age85+","Male",29
"25017351404","total","Age0-4","Female",240
"25017351404","total","Age0-4","Male",473
"25017351404","total","Age10-14","Female",310
"25017351404","total","Age10-14","Male",198
"25017351404","total","Age15-19","Female",578
"25017351404","total","Age15-19","Male",549
"25017351404","total","Age20-24","Female",750
"25017351404","total","Age20-24","Male",863
"25017351404","total","Age25-29","Female",978
"25017351404","total","Age25-29","Male",1634
"25017351404","total","Age30-34","Female",1199
"25017351404","total","Age30-34","Male",1049
"25017351404","total","Age35-44","Female",1522
"25017351404","total","Age35-44","Male",1640
"25017351404","total","Age45-54","Female",985
"25017351404","total","Age45-54","Male",1537
"25017351404","total","Age5-9","Female",533
"25017351404","total","Age5-9","Male",653
"25017351404","total","Age55-64","Female",1176
"25017351404","total","Age55-64","Male",1131
"25017351404","total","Age65-74","Female",497
"25017351404","total","Age65-74","Male",291
"25017351404","total","Age75-84","Female",586
"25017351404","total","Age75-84","Male",92
"25017351404","total","Age85+","Female",266
"25017351404","total","Age85+","Male",17
"25017351500","total","Age0-4","Female",299
"25017351500","total","Age0-4","Male",382
"25017351500","total","Age10-14","Female",193
"25017351500","total","Age10-14","Male",200
"25017351500","total","Age15-19","Female",168
"25017351500","total","Age15-19","Male",143
"25017351500","total","Age20-24","Female",448
"25017351500","total","Age20-24","Male",548
"25017351500","total","Age25-29","Female",1108
"25017351500","total","Age25-29","Male",1031
"25017351500","total","Age30-34","Female",788
"25017351500","total","Age30-34","Male",667
"25017351500","total","Age35-44","Female",1074
"25017351500","total","Age35-44","Male",982
"25017351500","total","Age45-54","Female",525
"25017351500","total","Age45-54","Male",356
"25017351500","total","Age5-9","Female",218
"25017351500","total","Age5-9","Male",60
"25017351500","total","Age55-64","Female",648
"25017351500","total","Age55-64","Male",564
"25017351500","total","Age65-74","Female",933
"25017351500","total","Age65-74","Male",402
"25017351500","total","Age75-84","Female",222
"25017351500","total","Age75-84","Male",206
"25017351500","total","Age85+","Female",61
"25017351500","total","Age85+","Male",46
"25017352101","total","Age0-4","Female",284
"25017352101","total","Age0-4","Male",190
"25017352101","total","Age10-14","Female",4
"25017352101","total","Age10-14","Male",19
"25017352101","total","Age15-19","Female",122
"25017352101","total","Age15-19","Male",127
"25017352101","total","Age20-24","Female",787
"25017352101","total","Age20-24","Male",1567
"25017352101","total","Age25-29","Female",891
"25017352101","total","Age25-29","Male",1129
"25017352101","total","Age30-34","Female",722
"25017352101","total","Age30-34","Male",1021
"25017352101","total","Age35-44","Female",654
"25017352101","total","Age35-44","Male",872
"25017352101","total","Age45-54","Female",468
"25017352101","total","Age45-54","Male",481
"25017352101","total","Age5-9","Female",38
"25017352101","total","Age5-9","Male",65
"25017352101","total","Age55-64","Female",387
"25017352101","total","Age55-64","Male",284
"25017352101","total","Age65-74","Female",242
"25017352101","total","Age65-74","Male",242
"25017352101","total","Age75-84","Female",45
"25017352101","total","Age75-84","Male",34
"25017352101","total","Age85+","Female",0
"25017352101","total","Age85+","Male",0
"25017352102","total","Age0-4","Female",296
"25017352102","total","Age0-4","Male",267
"25017352102","total","Age10-14","Female",33
"25017352102","total","Age10-14","Male",108
"25017352102","total","Age15-19","Female",33
"25017352102","total","Age15-19","Male",31
"25017352102","total","Age20-24","Female",635
"25017352102","total","Age20-24","Male",274
"25017352102","total","Age25-29","Female",1679
"25017352102","total","Age25-29","Male",789
"25017352102","total","Age30-34","Female",740
"25017352102","total","Age30-34","Male",846
"25017352102","total","Age35-44","Female",996
"25017352102","total","Age35-44","Male",1040
"25017352102","total","Age45-54","Female",279
"25017352102","total","Age45-54","Male",293
"25017352102","total","Age5-9","Female",40
"25017352102","total","Age5-9","Male",289
"25017352102","total","Age55-64","Female",734
"25017352102","total","Age55-64","Male",608
"25017352102","total","Age65-74","Female",683
"25017352102","total","Age65-74","Male",540
"25017352102","total","Age75-84","Female",257
"25017352102","total","Age75-84","Male",256
"25017352102","total","Age85+","Female",195
"25017352102","total","Age85+","Male",157
"25017352200","total","Age0-4","Female",70
"25017352200","total","Age0-4","Male",23
"25017352200","total","Age10-14","Female",48
"25017352200","total","Age10-14","Male",86
"25017352200","total","Age15-19","Female",89
"25017352200","total","Age15-19","Male",33
"25017352200","total","Age20-24","Female",437
"25017352200","total","Age20-24","Male",485
"25017352200","total","Age25-29","Female",675
"25017352200","total","Age25-29","Male",701
"25017352200","total","Age30-34","Female",493
"25017352200","total","Age30-34","Male",524
"25017352200","total","Age35-44","Female",363
"25017352200","total","Age35-44","Male",523
"25017352200","total","Age45-54","Female",446
"25017352200","total","Age45-54","Male",208
"25017352200","total","Age5-9","Female",110
"25017352200","total","Age5-9","Male",85
"25017352200","total","Age55-64","Female",632
"25017352200","total","Age55-64","Male",489
"25017352200","total","Age65-74","Female",762
"25017352200","total","Age65-74","Male",624
"25017352200","total","Age75-84","Female",296
"25017352200","total","Age75-84","Male",225
"25017352200","total","Age85+","Female",347
"25017352200","total","Age85+","Male",40
"25017352300","total","Age0-4","Female",1137
"25017352300","total","Age0-4","Male",462
"25017352300","total","Age10-14","Female",183
"25017352300","total","Age10-14","Male",76
"25017352300","total","Age15-19","Female",333
"25017352300","total","Age15-19","Male",167
"25017352300","total","Age20-24","Female",794
"25017352300","total","Age20-24","Male",1155
"25017352300","total","Age25-29","Female",1741
"25017352300","total","Age25-29","Male",2478
"25017352300","total","Age30-34","Female",1941
"25017352300","total","Age30-34","Male",2224
"25017352300","total","Age35-44","Female",1332
"25017352300","total","Age35-44","Male",1705
"25017352300","total","Age45-54","Female",728
"25017352300","total","Age45-54","Male",540
"25017352300","total","Age5-9","Female",271
"25017352300","total","Age5-9","Male",220
"25017352300","total","Age55-64","Female",764
"25017352300","total","Age55-64","Male",1017
"25017352300","total","Age65-74","Female",566
"25017352300","total","Age65-74","Male",495
"25017352300","total","Age75-84","Female",515
"25017352300","total","Age75-84","Male",152
"25017352300","total","Age85+","Female",10
"25017352300","total","Age85+","Male",33
"25017352400","total","Age0-4","Female",445
"25017352400","total","Age0-4","Male",361
"25017352400","total","Age10-14","Female",341
"25017352400","total","Age10-14","Male",340
"25017352400","total","Age15-19","Female",459
"25017352400","total","Age15-19","Male",347
"25017352400","total","Age20-24","Female",381
"25017352400","total","Age20-24","Male",283
"25017352400","total","Age25-29","Female",636
"25017352400","total","Age25-29","Male",669
"25017352400","total","Age30-34","Female",697
"25017352400","total","Age30-34","Male",537
"25017352400","total","Age35-44","Female",780
"25017352400","total","Age35-44","Male",696
"25017352400","total","Age45-54","Female",658
"25017352400","total","Age45-54","Male",455
"25017352400","total","Age5-9","Female",294
"25017352400","total","Age5-9","Male",527
"25017352400","total","Age55-64","Female",519
"25017352400","total","Age55-64","Male",285
"25017352400","total","Age65-74","Female",398
"25017352400","total","Age65-74","Male",182
"25017352400","total","Age75-84","Female",32
"25017352400","total","Age75-84","Male",93
"25017352400","total","Age85+","Female",0
"25017352400","total","Age85+","Male",6
"25017352500","total","Age0-4","Female",309
"25017352500","total","Age0-4","Male",340
"25017352500","total","Age10-14","Female",102
"25017352500","total","Age10-14","Male",196
"25017352500","total","Age15-19","Female",105
"25017352500","total","Age15-19","Male",242
"25017352500","total","Age20-24","Female",1070
"25017352500","total","Age20-24","Male",577
"25017352500","total","Age25-29","Female",1821
"25017352500","total","Age25-29","Male",2529
"25017352500","total","Age30-34","Female",767
"25017352500","total","Age30-34","Male",892
"25017352500","total","Age35-44","Female",1018
"25017352500","total","Age35-44","Male",963
"25017352500","total","Age45-54","Female",550
"25017352500","total","Age45-54","Male",531
"25017352500","total","Age5-9","Female",167
"25017352500","total","Age5-9","Male",330
"25017352500","total","Age55-64","Female",473
"25017352500","total","Age55-64","Male",506
"25017352500","total","Age65-74","Female",625
"25017352500","total","Age65-74","Male",185
"25017352500","total","Age75-84","Female",123
"25017352500","total","Age75-84","Male",50
"25017352500","total","Age85+","Female",53
"25017352500","total","Age85+","Male",9
"25017352600","total","Age0-4","Female",412
"25017352600","total","Age0-4","Male",402
"25017352600","total","Age10-14","Female",54
"25017352600","total","Age10-14","Male",307
"25017352600","total","Age15-19","Female",159
"25017352600","total","Age15-19","Male",451
"25017352600","total","Age20-24","Female",1192
"25017352600","total","Age20-24","Male",1046
"25017352600","total","Age25-29","Female",767
"25017352600","total","Age25-29","Male",1253
"25017352600","total","Age30-34","Female",429
"25017352600","total","Age30-34","Male",964
"25017352600","total","Age35-44","Female",1113
"25017352600","total","Age35-44","Male",820
"25017352600","total","Age45-54","Female",540
"25017352600","total","Age45-54","Male",226
"25017352600","total","Age5-9","Female",41
"25017352600","total","Age5-9","Male",268
"25017352600","total","Age55-64","Female",612
"25017352600","total","Age55-64","Male",754
"25017352600","total","Age65-74","Female",437
"25017352600","total","Age65-74","Male",422
"25017352600","total","Age75-84","Female",81
"25017352600","total","Age75-84","Male",80
"25017352600","total","Age85+","Female",218
"25017352600","total","Age85+","Male",49
"25017352700","total","Age0-4","Female",84
"25017352700","total","Age0-4","Male",458
"25017352700","total","Age10-14","Female",238
"25017352700","total","Age10-14","Male",271
"25017352700","total","Age15-19","Female",114
"25017352700","total","Age15-19","Male",35
"25017352700","total","Age20-24","Female",572
"25017352700","total","Age20-24","Male",787
"25017352700","total","Age25-29","Female",818
"25017352700","total","Age25-29","Male",1181
"25017352700","total","Age30-34","Female",630
"25017352700","total","Age30-34","Male",548
"25017352700","total","Age35-44","Female",783
"25017352700","total","Age35-44","Male",1162
"25017352700","total","Age45-54","Female",703
"25017352700","total","Age45-54","Male",405
"25017352700","total","Age5-9","Female",139
"25017352700","total","Age5-9","Male",228
"25017352700","total","Age55-64","Female",355
"25017352700","total","Age55-64","Male",584
"25017352700","total","Age65-74","Female",312
"25017352700","total","Age65-74","Male",154
"25017352700","total","Age75-84","Female",435
"25017352700","total","Age75-84","Male",124
"25017352700","total","Age85+","Female",39
"25017352700","total","Age85+","Male",28
"25017352800","total","Age0-4","Female",163
"25017352800","total","Age0-4","Male",282
"25017352800","total","Age10-14","Female",111
"25017352800","total","Age10-14","Male",204
"25017352800","total","Age15-19","Female",159
"25017352800","total","Age15-19","Male",73
"25017352800","total","Age20-24","Female",612
"25017352800","total","Age20-24","Male",745
"25017352800","total","Age25-29","Female",1135
"25017352800","total","Age25-29","Male",1372
"25017352800","total","Age30-34","Female",566
"25017352800","total","Age30-34","Male",1012
"25017352800","total","Age35-44","Female",618
"25017352800","total","Age35-44","Male",790
"25017352800","total","Age45-54","Female",464
"25017352800","total","Age45-54","Male",529
"25017352800","total","Age5-9","Female",182
"25017352800","total","Age5-9","Male",187
"25017352800","total","Age55-64","Female",525
"25017352800","total","Age55-64","Male",488
"25017352800","total","Age65-74","Female",409
"25017352800","total","Age65-74","Male",165
"25017352800","total","Age75-84","Female",96
"25017352800","total","Age75-84","Male",35
"25017352800","total","Age85+","Female",91
"25017352800","total","Age85+","Male",0
"25017352900","total","Age0-4","Female",218
"25017352900","total","Age0-4","Male",498
"25017352900","total","Age10-14","Female",452
"25017352900","total","Age10-14","Male",385
"25017352900","total","Age15-19","Female",286
"25017352900","total","Age15-19","Male",92
"25017352900","total","Age20-24","Female",291
"25017352900","total","Age20-24","Male",246
"25017352900","total","Age25-29","Female",1165
"25017352900","total","Age25-29","Male",994
"25017352900","total","Age30-34","Female",1259
"25017352900","total","Age30-34","Male",713
"25017352900","total","Age35-44","Female",1349
"25017352900","total","Age35-44","Male",1277
"25017352900","total","Age45-54","Female",713
"25017352900","total","Age45-54","Male",859
"25017352900","total","Age5-9","Female",358
"25017352900","total","Age5-9","Male",330
"25017352900","total","Age55-64","Female",840
"25017352900","total","Age55-64","Male",400
"25017352900","total","Age65-74","Female",693
"25017352900","total","Age65-74","Male",768
"25017352900","total","Age75-84","Female",227
"25017352900","total","Age75-84","Male",272
"25017352900","total","Age85+","Female",46
"25017352900","total","Age85+","Male",27
"25017353000","total","Age0-4","Female",400
"25017353000","total","Age0-4","Male",246
"25017353000","total","Age10-14","Female",117
"25017353000","total","Age10-14","Male",327
"25017353000","total","Age15-19","Female",127
"25017353000","total","Age15-19","Male",251
"25017353000","total","Age20-24","Female",874
"25017353000","total","Age20-24","Male",804
"25017353000","total","Age25-29","Female",2470
"25017353000","total","Age25-29","Male",2081
"25017353000","total","Age30-34","Female",1043
"25017353000","total","Age30-34","Male",1184
"25017353000","total","Age35-44","Female",944
"25017353000","total","Age35-44","Male",1069
"25017353000","total","Age45-54","Female",938
"25017353000","total","Age45-54","Male",902
"25017353000","total","Age5-9","Female",222
"25017353000","total","Age5-9","Male",227
"25017353000","total","Age55-64","Female",533
"25017353000","total","Age55-64","Male",643
"25017353000","total","Age65-74","Female",705
"25017353000","total","Age65-74","Male",712
"25017353000","total","Age75-84","Female",525
"25017353000","total","Age75-84","Male",693
"25017353000","total","Age85+","Female",191
"25017353000","total","Age85+","Male",62
"25017353101","total","Age0-4","Female",155
"25017353101","total","Age0-4","Male",246
"25017353101","total","Age10-14","Female",123
"25017353101","total","Age10-14","Male",151
"25017353101","total","Age15-19","Female",650
"25017353101","total","Age15-19","Male",260
"25017353101","total","Age20-24","Female",1248
"25017353101","total","Age20-24","Male",1506
"25017353101","total","Age25-29","Female",1443
"25017353101","total","Age25-29","Male",1567
"25017353101","total","Age30-34","Female",719
"25017353101","total","Age30-34","Male",946
"25017353101","total","Age35-44","Female",821
"25017353101","total","Age35-44","Male",644
"25017353101","total","Age45-54","Female",346
"25017353101","total","Age45-54","Male",455
"25017353101","total","Age5-9","Female",87
"25017353101","total","Age5-9","Male",280
"25017353101","total","Age55-64","Female",464
"25017353101","total","Age55-64","Male",326
"25017353101","total","Age65-74","Female",125
"25017353101","total","Age65-74","Male",158
"25017353101","total","Age75-84","Female",157
"25017353101","total","Age75-84","Male",42
"25017353101","total","Age85+","Female",0
"25017353101","total","Age85+","Male",0
"25017353102","total","Age0-4","Female",67
"25017353102","total","Age0-4","Male",86
"25017353102","total","Age10-14","Female",0
"25017353102","total","Age10-14","Male",0
"25017353102","total","Age15-19","Female",5219
"25017353102","total","Age15-19","Male",4010
"25017353102","total","Age20-24","Female",4482
"25017353102","total","Age20-24","Male",5195
"25017353102","total","Age25-29","Female",876
"25017353102","total","Age25-29","Male",1998
"25017353102","total","Age30-34","Female",399
"25017353102","total","Age30-34","Male",935
"25017353102","total","Age35-44","Female",219
"25017353102","total","Age35-44","Male",425
"25017353102","total","Age45-54","Female",121
"25017353102","total","Age45-54","Male",50
"25017353102","total","Age5-9","Female",18
"25017353102","total","Age5-9","Male",0
"25017353102","total","Age55-64","Female",12
"25017353102","total","Age55-64","Male",48
"25017353102","total","Age65-74","Female",18
"25017353102","total","Age65-74","Male",34
"25017353102","total","Age75-84","Female",19
"25017353102","total","Age75-84","Male",37
"25017353102","total","Age85+","Female",0
"25017353102","total","Age85+","Male",8
"25017353200","total","Age0-4","Female",290
"25017353200","total","Age0-4","Male",583
"25017353200","total","Age10-14","Female",174
"25017353200","total","Age10-14","Male",318
"25017353200","total","Age15-19","Female",318
"25017353200","total","Age15-19","Male",669
"25017353200","total","Age20-24","Female",2195
"25017353200","total","Age20-24","Male",2465
"25017353200","total","Age25-29","Female",3134
"25017353200","total","Age25-29","Male",3424
"25017353200","total","Age30-34","Female",1333
"25017353200","total","Age30-34","Male",1532
"25017353200","total","Age35-44","Female",1327
"25017353200","total","Age35-44","Male",1482
"25017353200","total","Age45-54","Female",866
"25017353200","total","Age45-54","Male",958
"25017353200","total","Age5-9","Female",473
"25017353200","total","Age5-9","Male",324
"25017353200","total","Age55-64","Female",824
"25017353200","total","Age55-64","Male",964
"25017353200","total","Age65-74","Female",654
"25017353200","total","Age65-74","Male",660
"25017353200","total","Age75-84","Female",462
"25017353200","total","Age75-84","Male",221
"25017353200","total","Age85+","Female",75
"25017353200","total","Age85+","Male",106
"25017353300","total","Age0-4","Female",579
"25017353300","total","Age0-4","Male",600
"25017353300","total","Age10-14","Female",611
"25017353300","total","Age10-14","Male",309
"25017353300","total","Age15-19","Female",288
"25017353300","total","Age15-19","Male",212
"25017353300","total","Age20-24","Female",416
"25017353300","total","Age20-24","Male",713
"25017353300","total","Age25-29","Female",1698
"25017353300","total","Age25-29","Male",1191
"25017353300","total","Age30-34","Female",1608
"25017353300","total","Age30-34","Male",1773
"25017353300","total","Age35-44","Female",1244
"25017353300","total","Age35-44","Male",1584
"25017353300","total","Age45-54","Female",1064
"25017353300","total","Age45-54","Male",1028
"25017353300","total","Age5-9","Female",470
"25017353300","total","Age5-9","Male",294
"25017353300","total","Age55-64","Female",731
"25017353300","total","Age55-64","Male",728
"25017353300","total","Age65-74","Female",886
"25017353300","total","Age65-74","Male",566
"25017353300","total","Age75-84","Female",215
"25017353300","total","Age75-84","Male",420
"25017353300","total","Age85+","Female",233
"25017353300","total","Age85+","Male",51
"25017353400","total","Age0-4","Female",154
"25017353400","total","Age0-4","Male",520
"25017353400","total","Age10-14","Female",401
"25017353400","total","Age10-14","Male",307
"25017353400","total","Age15-19","Female",568
"25017353400","total","Age15-19","Male",219
"25017353400","total","Age20-24","Female",505
"25017353400","total","Age20-24","Male",1054
"25017353400","total","Age25-29","Female",1208
"25017353400","total","Age25-29","Male",1767
"25017353400","total","Age30-34","Female",957
"25017353400","total","Age30-34","Male",1061
"25017353400","total","Age35-44","Female",1389
"25017353400","total","Age35-44","Male",705
"25017353400","total","Age45-54","Female",586
"25017353400","total","Age45-54","Male",627
"25017353400","total","Age5-9","Female",148
"25017353400","total","Age5-9","Male",308
"25017353400","total","Age55-64","Female",1023
"25017353400","total","Age55-64","Male",467
"25017353400","total","Age65-74","Female",290
"25017353400","total","Age65-74","Male",368
"25017353400","total","Age75-84","Female",178
"25017353400","total","Age75-84","Male",173
"25017353400","total","Age85+","Female",0
"25017353400","total","Age85+","Male",51
"25017353500","total","Age0-4","Female",165
"25017353500","total","Age0-4","Male",362
"25017353500","total","Age10-14","Female",195
"25017353500","total","Age10-14","Male",135
"25017353500","total","Age15-19","Female",267
"25017353500","total","Age15-19","Male",358
"25017353500","total","Age20-24","Female",507
"25017353500","total","Age20-24","Male",285
"25017353500","total","Age25-29","Female",1256
"25017353500","total","Age25-29","Male",920
"25017353500","total","Age30-34","Female",1023
"25017353500","total","Age30-34","Male",1197
"25017353500","total","Age35-44","Female",938
"25017353500","total","Age35-44","Male",728
"25017353500","total","Age45-54","Female",543
"25017353500","total","Age45-54","Male",571
"25017353500","total","Age5-9","Female",448
"25017353500","total","Age5-9","Male",345
"25017353500","total","Age55-64","Female",825
"25017353500","total","Age55-64","Male",827
"25017353500","total","Age65-74","Female",591
"25017353500","total","Age65-74","Male",461
"25017353500","total","Age75-84","Female",170
"25017353500","total","Age75-84","Male",70
"25017353500","total","Age85+","Female",158
"25017353500","total","Age85+","Male",182
"25017353600","total","Age0-4","Female",324
"25017353600","total","Age0-4","Male",243
"25017353600","total","Age10-14","Female",167
"25017353600","total","Age10-14","Male",318
"25017353600","total","Age15-19","Female",2579
"25017353600","total","Age15-19","Male",1837
"25017353600","total","Age20-24","Female",3045
"25017353600","total","Age20-24","Male",2174
"25017353600","total","Age25-29","Female",1754
"25017353600","total","Age25-29","Male",1690
"25017353600","total","Age30-34","Female",1124
"25017353600","total","Age30-34","Male",725
"25017353600","total","Age35-44","Female",1315
"25017353600","total","Age35-44","Male",1510
"25017353600","total","Age45-54","Female",826
"25017353600","total","Age45-54","Male",750
"25017353600","total","Age5-9","Female",539
"25017353600","total","Age5-9","Male",261
"25017353600","total","Age55-64","Female",623
"25017353600","total","Age55-64","Male",568
"25017353600","total","Age65-74","Female",771
"25017353600","total","Age65-74","Male",519
"25017353600","total","Age75-84","Female",272
"25017353600","total","Age75-84","Male",198
"25017353600","total","Age85+","Female",20
"25017353600","total","Age85+","Male",133
"25017353700","total","Age0-4","Female",296
"25017353700","total","Age0-4","Male",271
"25017353700","total","Age10-14","Female",91
"25017353700","total","Age10-14","Male",77
"25017353700","total","Age15-19","Female",4428
"25017353700","total","Age15-19","Male",3465
"25017353700","total","Age20-24","Female",3696
"25017353700","total","Age20-24","Male",3037
"25017353700","total","Age25-29","Female",2052
"25017353700","total","Age25-29","Male",2242
"25017353700","total","Age30-34","Female",1033
"25017353700","total","Age30-34","Male",1097
"25017353700","total","Age35-44","Female",861
"25017353700","total","Age35-44","Male",888
"25017353700","total","Age45-54","Female",605
"25017353700","total","Age45-54","Male",611
"25017353700","total","Age5-9","Female",174
"25017353700","total","Age5-9","Male",95
"25017353700","total","Age55-64","Female",626
"25017353700","total","Age55-64","Male",561
"25017353700","total","Age65-74","Female",895
"25017353700","total","Age65-74","Male",610
"25017353700","total","Age75-84","Female",220
"25017353700","total","Age75-84","Male",341
"25017353700","total","Age85+","Female",206
"25017353700","total","Age85+","Male",185
"25017353800","total","Age0-4","Female",432
"25017353800","total","Age0-4","Male",369
"25017353800","total","Age10-14","Female",34
"25017353800","total","Age10-14","Male",217
"25017353800","total","Age15-19","Female",138
"25017353800","total","Age15-19","Male",68
"25017353800","total","Age20-24","Female",1207
"25017353800","total","Age20-24","Male",1908
"25017353800","total","Age25-29","Female",2265
"25017353800","total","Age25-29","Male",2568
"25017353800","total","Age30-34","Female",1540
"25017353800","total","Age30-34","Male",1841
"25017353800","total","Age35-44","Female",1321
"25017353800","total","Age35-44","Male",1754
"25017353800","total","Age45-54","Female",1113
"25017353800","total","Age45-54","Male",1377
"25017353800","total","Age5-9","Female",174
"25017353800","total","Age5-9","Male",128
"25017353800","total","Age55-64","Female",1408
"25017353800","total","Age55-64","Male",957
"25017353800","total","Age65-74","Female",490
"25017353800","total","Age65-74","Male",851
"25017353800","total","Age75-84","Female",308
