"GEOID","agecat","sex","deaths","expected"
"25017350800","Age10-14","Female",0,0.00154065895267288
"25017350800","Age10-14","Male",0,0.00770329476336441
"25017350800","Age15-19","Female",0,0.00737294646960834
"25017350800","Age15-19","Male",0,0.0174766138538864
"25017350800","Age20-24","Female",0,0.360125923460464
"25017350800","Age20-24","Male",0,0.312707207559976
"25017350800","Age25-29","Female",0,1.72876314404004
"25017350800","Age25-29","Male",0,1.1241956861532
"25017350800","Age30-34","Female",0,0.794624469805674
"25017350800","Age30-34","Male",0,0.735896567814003
"25017350800","Age35-44","Female",0,1.05072657675384
"25017350800","Age35-44","Male",2,1.45627016778163
"25017350800","Age45-54","Female",2,1.54260011173191
"25017350800","Age45-54","Male",2,0.924298226456954
"25017350800","Age5-9","Female",0,0.00620470802529008
"25017350800","Age5-9","Male",0,0.0134293680547374
"25017350800","Age55-64","Female",4,2.99595153673502
"25017350800","Age55-64","Male",2,1.81212079705385
"25017350800","Age65-74","Female",4,3.91375709924445
"25017350800","Age65-74","Male",2,4.66065730902393
"25017350800","Age75-84","Female",6,6.89118180106388
"25017350800","Age75-84","Male",6,2.2135311239781
"25017350800","Age85+","Female",10,25.2794520724471
"25017350800","Age85+","Male",9,4.16694264930446
"25017350900","Age0-4","Female",1,0.435510293760528
"25017350900","Age0-4","Male",1,0.147554822321329
"25017350900","Age10-14","Female",0,0.0047182680425607
"25017350900","Age10-14","Male",0,0.0251319991654764
"25017350900","Age15-19","Female",0,0.0131074603904148
"25017350900","Age15-19","Male",0,0.0374108765309756
"25017350900","Age20-24","Female",1,1.0022009684914
"25017350900","Age20-24","Male",0,0.936840035763699
"25017350900","Age25-29","Female",0,2.40527912584068
"25017350900","Age25-29","Male",1,2.03754222583678
"25017350900","Age30-34","Female",2,1.75944000252599
"25017350900","Age30-34","Male",0,1.06189635029838
"25017350900","Age35-44","Female",0,1.83262690945516
"25017350900","Age35-44","Male",2,2.09070010374557
"25017350900","Age45-54","Female",0,3.12936464384061
"25017350900","Age45-54","Male",3,2.93377935360057
"25017350900","Age5-9","Female",0,0.00492976802009349
"25017350900","Age5-9","Male",0,0.0170841960696343
"25017350900","Age55-64","Female",6,3.98798846942873
"25017350900","Age55-64","Male",2,5.2511821637254
"25017350900","Age65-74","Female",5,9.30637661385227
"25017350900","Age65-74","Male",7,4.72040932580629
"25017350900","Age75-84","Female",4,8.81235975772411
"25017350900","Age75-84","Male",4,6.34824020461642
"25017350900","Age85+","Female",12,6.38931206226684
"25017350900","Age85+","Male",10,6.11151588564654
"25017351000","Age0-4","Female",0,0.420307675703179
"25017351000","Age0-4","Male",0,1.04450928770492
"25017351000","Age10-14","Female",0,0.0551748487425976
"25017351000","Age10-14","Male",0,0.0277318611481119
"25017351000","Age15-19","Female",0,0.0614412205800695
"25017351000","Age15-19","Male",0,0.0729102484216824
"25017351000","Age20-24","Female",0,1.57122555929726
"25017351000","Age20-24","Male",1,1.93263306967395
"25017351000","Age25-29","Female",0,4.94346316391102
"25017351000","Age25-29","Male",3,3.98814665194439
"25017351000","Age30-34","Female",0,4.02346055073552
"25017351000","Age30-34","Male",4,4.06181346632192
"25017351000","Age35-44","Female",3,3.81733266554574
"25017351000","Age35-44","Male",2,5.26438593353128
"25017351000","Age45-54","Female",3,4.11360029795177
"25017351000","Age45-54","Male",4,2.90854254195669
"25017351000","Age5-9","Female",0,0.0215889840879956
"25017351000","Age5-9","Male",0,0.0109644840446907
"25017351000","Age55-64","Female",4,5.7141327323158
"25017351000","Age55-64","Male",12,5.68106483455934
"25017351000","Age65-74","Female",10,12.0250933774496
"25017351000","Age65-74","Male",16,9.76945474391554
"25017351000","Age75-84","Female",18,22.302370192534
"25017351000","Age75-84","Male",10,13.4064809584334
"25017351000","Age85+","Female",29,2.63906367789282
"25017351000","Age85+","Male",13,31.2520698697834
"25017351100","Age0-4","Female",0,0.321043522505194
"25017351100","Age0-4","Male",1,0.258444506974933
"25017351100","Age10-14","Female",0,0.0502639983309528
"25017351100","Age10-14","Male",0,0.0600856991542424
"25017351100","Age15-19","Female",0,0.220369177813849
"25017351100","Age15-19","Male",0,0.116055638873465
"25017351100","Age20-24","Female",0,1.20533249471376
"25017351100","Age20-24","Male",0,0.686930587098964
"25017351100","Age25-29","Female",0,2.70906178236563
"25017351100","Age25-29","Male",0,2.93290163454191
"25017351100","Age30-34","Female",0,1.98476338159607
"25017351100","Age30-34","Male",3,3.12216703445518
"25017351100","Age35-44","Female",0,3.25971022788252
"25017351100","Age35-44","Male",1,3.10916753121311
"25017351100","Age45-54","Female",2,6.26819309204767
"25017351100","Age45-54","Male",4,5.92118693194438
"25017351100","Age5-9","Female",0,0.0566073362307286
"25017351100","Age5-9","Male",0,0.00866959203533682
"25017351100","Age55-64","Female",6,6.84505483558663
"25017351100","Age55-64","Male",7,4.96679824301986
"25017351100","Age65-74","Female",7,19.6285375130046
"25017351100","Age65-74","Male",16,13.0408776627496
"25017351100","Age75-84","Female",30,16.2464831552355
"25017351100","Age75-84","Male",19,10.9005966671374
"25017351100","Age85+","Female",99,45.836369142349
"25017351100","Age85+","Male",35,31.2520698697834
"25017351203","Age0-4","Female",0,0.201211121347266
"25017351203","Age0-4","Male",0,0.708263147142378
"25017351203","Age10-14","Female",0,0.00606634462614948
"25017351203","Age10-14","Male",0,0.0222432636292147
"25017351203","Age15-19","Female",0,0.0802831948912908
"25017351203","Age15-19","Male",0,0.0267610649637636
"25017351203","Age20-24","Female",0,0.815730072180019
"25017351203","Age20-24","Male",0,0.665143609523064
"25017351203","Age25-29","Female",0,2.91891164378089
"25017351203","Age25-29","Male",0,3.69535613101737
"25017351203","Age30-34","Female",0,1.95360163768213
"25017351203","Age30-34","Male",1,2.35031460827893
"25017351203","Age35-44","Female",1,2.40868314671055
"25017351203","Age35-44","Male",4,2.85109433692269
"25017351203","Age45-54","Female",2,3.16406525985094
"25017351203","Age45-54","Male",4,4.08836348630789
"25017351203","Age5-9","Female",0,0.00713966402910091
"25017351203","Age5-9","Male",0,0.00739465203014023
"25017351203","Age55-64","Female",2,3.75651318513353
"25017351203","Age55-64","Male",4,4.29221312878814
"25017351203","Age65-74","Female",4,7.84245220268449
"25017351203","Age65-74","Male",8,5.61668957754166
"25017351203","Age75-84","Female",11,7.64294708845267
"25017351203","Age75-84","Male",14,6.64059337193428
"25017351203","Age85+","Female",21,23.1959807477948
"25017351203","Age85+","Male",16,35.8357067840183
"25017351204","Age0-4","Female",0,0.551765608316726
"25017351204","Age0-4","Male",0,0.630461513554768
"25017351204","Age10-14","Female",0,0.00702925647157003
"25017351204","Age10-14","Male",0,0.0113623597759625
"25017351204","Age15-19","Female",0,0.044783823000584
"25017351204","Age15-19","Male",0,0.0843792762632954
"25017351204","Age20-24","Female",0,0.828545941342313
"25017351204","Age20-24","Male",1,0.653609327276999
"25017351204","Age25-29","Female",1,3.46352199840622
"25017351204","Age25-29","Male",2,4.19899579841401
"25017351204","Age30-34","Female",0,2.05547656970849
"25017351204","Age30-34","Male",1,2.16094708757109
"25017351204","Age35-44","Female",2,1.79729546023683
"25017351204","Age35-44","Male",3,2.27350194970128
"25017351204","Age45-54","Female",3,1.64354735830742
"25017351204","Age45-54","Male",2,2.76027627354892
"25017351204","Age5-9","Female",0,0.024563844100121
"25017351204","Age5-9","Male",0,0.0232889040949244
"25017351204","Age55-64","Female",8,4.43109829936526
"25017351204","Age55-64","Male",6,4.04089710583906
"25017351204","Age65-74","Female",4,5.22830146845633
"25017351204","Age65-74","Male",11,6.30383777053878
"25017351204","Age75-84","Female",9,5.42941596447457
"25017351204","Age75-84","Male",6,2.25529586216636
"25017351204","Age85+","Female",15,19.7235285400411
"25017351204","Age85+","Male",10,7.08380250381758
"25017351300","Age0-4","Female",0,0.855817969463707
"25017351300","Age0-4","Male",1,0.0804844485389066
"25017351300","Age10-14","Female",0,0.0127104363595513
"25017351300","Age10-14","Male",0,0.0126141451750092
"25017351300","Age15-19","Female",0,0.0251226324149617
"25017351300","Age15-19","Male",0,0.0843792762632954
"25017351300","Age20-24","Female",1,0.620928860913149
"25017351300","Age20-24","Male",0,0.231967231837523
"25017351300","Age25-29","Female",0,1.71377386822466
"25017351300","Age25-29","Male",1,1.84567949539997
"25017351300","Age30-34","Female",0,2.17532943091599
"25017351300","Age30-34","Male",0,1.40347700473974
"25017351300","Age35-44","Female",4,3.78660966622545
"25017351300","Age35-44","Male",4,2.29193574929346
"25017351300","Age45-54","Female",2,2.52368116438759
"25017351300","Age45-54","Male",6,0.930607429367923
"25017351300","Age5-9","Female",0,0.0419880241711411
"25017351300","Age5-9","Male",0,0.0225239400918064
"25017351300","Age55-64","Female",10,7.45350415430544
"25017351300","Age55-64","Male",8,9.40451012193641
"25017351300","Age65-74","Female",12,11.9653413606672
"25017351300","Age65-74","Male",13,11.5470772431907
"25017351300","Age75-84","Female",22,38.3400296568281
"25017351300","Age75-84","Male",21,14.2000109840104
"25017351300","Age85+","Female",37,10.9729489765017
"25017351300","Age85+","Male",15,17.6400572153889
"25017351403","Age0-4","Female",1,0.665338107921628
"25017351403","Age0-4","Male",1,0.846875252959384
"25017351403","Age10-14","Female",0,0.0426569947521304
"25017351403","Age10-14","Male",1,0.029753976023495
"25017351403","Age15-19","Female",0,0.123974729526007
"25017351403","Age15-19","Male",0,0.110048052861191
"25017351403","Age20-24","Female",0,0.915693851645913
"25017351403","Age20-24","Male",1,0.709999151591093
"25017351403","Age25-29","Female",0,1.21812848126289
"25017351403","Age25-29","Male",0,2.03154651551063
"25017351403","Age30-34","Female",0,0.819793570659248
"25017351403","Age30-34","Male",0,1.28841825798054
"25017351403","Age35-44","Female",1,2.65600329123887
"25017351403","Age35-44","Male",3,3.45940972346439
"25017351403","Age45-54","Female",1,3.58993645634134
"25017351403","Age45-54","Male",3,3.34072294135807
"25017351403","Age5-9","Female",0,0.0215039880876492
"25017351403","Age5-9","Male",0,0.0345933721410008
"25017351403","Age55-64","Female",6,6.92441779020213
"25017351403","Age55-64","Male",13,8.52490404161465
"25017351403","Age65-74","Female",14,8.27565432435659
"25017351403","Age65-74","Male",23,6.58765985025498
"25017351403","Age75-84","Female",13,23.5135475999937
"25017351403","Age75-84","Male",17,10.1905961179369
"25017351403","Age85+","Female",19,16.3899744205975
"25017351403","Age85+","Male",12,4.02804456099431
"25017351404","Age0-4","Female",0,0.214625196103751
"25017351404","Age0-4","Male",0,0.422990490654476
"25017351404","Age10-14","Female",0,0.0298502672080371
"25017351404","Age10-14","Male",0,0.0190656545393269
"25017351404","Age15-19","Female",0,0.157835668867912
"25017351404","Age15-19","Male",1,0.14991657821537
"25017351404","Age20-24","Female",0,0.480595093586029
"25017351404","Age20-24","Male",1,0.55300475435299
"25017351404","Age25-29","Female",0,0.977300783162518
"25017351404","Age25-29","Male",0,1.63283177882163
"25017351404","Age30-34","Female",0,1.43703580587783
"25017351404","Age30-34","Male",0,1.25725651406659
"25017351404","Age35-44","Female",1,2.33802024827389
"25017351404","Age35-44","Male",3,2.51928594426359
"25017351404","Age45-54","Female",2,3.10728243365222
"25017351404","Age45-54","Male",7,4.84862243707965
"25017351404","Age5-9","Female",0,0.0453028681846522
"25017351404","Age5-9","Male",0,0.0555023882262249
"25017351404","Age55-64","Female",7,7.77756955231872
"25017351404","Age55-64","Male",11,7.47995847251061
"25017351404","Age65-74","Female",8,7.42418808520799
"25017351404","Age65-74","Male",13,4.34695922091655
"25017351404","Age75-84","Female",18,24.4741365783238
"25017351404","Age75-84","Male",4,3.84235591332047
"25017351404","Age85+","Female",17,36.9468914904995
"25017351404","Age85+","Male",11,2.36126750127253
"25017351500","Age0-4","Female",0,0.267387223479256
"25017351500","Age0-4","Male",1,0.341611770465137
"25017351500","Age10-14","Female",0,0.0185841986166166
"25017351500","Age10-14","Male",0,0.019258236908411
"25017351500","Age15-19","Female",0,0.0458761113664519
"25017351500","Age15-19","Male",0,0.0390493090797775
"25017351500","Age20-24","Female",0,0.287075469235388
"25017351500","Age20-24","Male",0,0.351154815046858
"25017351500","Age25-29","Female",0,1.10720784022911
"25017351500","Age25-29","Male",0,1.03026289104351
"25017351500","Age30-34","Female",1,0.94444054631504
"25017351500","Age30-34","Male",0,0.799418584253974
"25017351500","Age35-44","Female",0,1.64982506349945
"25017351500","Age35-44","Male",1,1.50849926662612
"25017351500","Age45-54","Female",6,1.65616576412935
"25017351500","Age45-54","Male",4,1.12303811815248
"25017351500","Age5-9","Female",0,0.0185291280755238
"25017351500","Age5-9","Male",0,0.00509976002078636
"25017351500","Age55-64","Female",3,4.28559954923685
"25017351500","Age55-64","Male",7,3.73005886692837
"25017351500","Age65-74","Female",6,13.937157914485
"25017351500","Age65-74","Male",9,6.00507768662698
"25017351500","Age75-84","Female",10,9.27177187779504
"25017351500","Age75-84","Male",13,8.60353606678278
"25017351500","Age85+","Female",9,8.47278338691907
"25017351500","Age85+","Male",7,6.38931206226684
"25017352101","Age0-4","Female",0,0.253973148722772
"25017352101","Age0-4","Male",0,0.169911613582136
"25017352101","Age10-14","Female",0,0.000385164738168221
"25017352101","Age10-14","Male",0,0.00182953250629905
"25017352101","Age15-19","Female",0,0.033314795158971
"25017352101","Age15-19","Male",0,0.0346801556163059
"25017352101","Age20-24","Female",0,0.504304451536273
"25017352101","Age20-24","Male",0,1.00412334886574
"25017352101","Age25-29","Female",0,0.890362983433337
"25017352101","Age25-29","Male",1,1.12819282637064
"25017352101","Age30-34","Female",0,0.865337657918095
"25017352101","Age30-34","Male",1,1.2236977129285
"25017352101","Age35-44","Female",0,1.00464207777341
"25017352101","Age35-44","Male",1,1.33952277036454
"25017352101","Age45-54","Female",1,1.47635348116674
"25017352101","Age45-54","Male",2,1.51736330008804
"25017352101","Age5-9","Female",0,0.0032298480131647
"25017352101","Age5-9","Male",0,0.00552474002251856
"25017352101","Age55-64","Female",1,2.55945528634978
"25017352101","Age55-64","Male",0,1.87825659256677
"25017352101","Age65-74","Female",2,3.61499701533266
"25017352101","Age65-74","Male",4,3.61499701533266
"25017352101","Age75-84","Female",0,1.87941321847197
"25017352101","Age75-84","Male",0,1.42000109840104
"25017352101","Age85+","Female",1,0
"25017352101","Age85+","Male",0,0
"25017352102","Age0-4","Female",0,0.26470440852796
"25017352102","Age0-4","Male",2,0.238770530665423
"25017352102","Age10-14","Female",0,0.00317760908988782
"25017352102","Age10-14","Male",0,0.010399447930542
"25017352102","Age15-19","Female",0,0.00901137901841019
"25017352102","Age15-19","Male",0,0.00846523483547624
"25017352102","Age20-24","Female",0,0.406903845902838
"25017352102","Age20-24","Male",0,0.175577407523429
"25017352102","Age25-29","Female",1,1.67779960626776
"25017352102","Age25-29","Male",0,0.78843590788878
"25017352102","Age30-34","Female",1,0.886911172935444
"25017352102","Age30-34","Male",0,1.01395520581539
"25017352102","Age35-44","Female",1,1.53000536615032
"25017352102","Age35-44","Male",0,1.59759596465496
"25017352102","Age45-54","Female",0,0.880133806080171
"25017352102","Age45-54","Male",2,0.924298226456954
"25017352102","Age5-9","Female",0,0.00339984001385758
"25017352102","Age5-9","Male",0,0.024563844100121
"25017352102","Age55-64","Female",3,4.85436739064791
"25017352102","Age55-64","Male",9,4.02105636718519
"25017352102","Age65-74","Female",3,10.2026568655876
"25017352102","Age65-74","Male",4,8.06652226561834
"25017352102","Age75-84","Female",7,10.7335377143843
"25017352102","Age75-84","Male",6,10.6917729761961
"25017352102","Age85+","Female",18,27.085127220479
"25017352102","Age85+","Male",16,21.8069998646933
"25017352200","Age0-4","Female",0,0.0625990155302607
"25017352200","Age0-4","Male",0,0.0205682479599428
"25017352200","Age10-14","Female",0,0.00462197685801865
"25017352200","Age10-14","Male",0,0.00828104187061674
"25017352200","Age15-19","Female",0,0.0243034161405608
"25017352200","Age15-19","Male",0,0.00901137901841019
"25017352200","Age20-24","Female",0,0.280026741196126
"25017352200","Age20-24","Male",1,0.310784827185632
"25017352200","Age25-29","Female",0,0.674517411691922
"25017352200","Age25-29","Male",0,0.70049882310524
"25017352200","Age30-34","Female",0,0.590874605752937
"25017352200","Age30-34","Male",2,0.62802899272726
"25017352200","Age35-44","Female",0,0.55762243766322
"25017352200","Age35-44","Male",1,0.803406432225521
"25017352200","Age45-54","Female",1,1.40695224914608
"25017352200","Age45-54","Male",2,0.656157102740773
"25017352200","Age5-9","Female",0,0.00934956003810833
"25017352200","Age5-9","Male",0,0.00722466002944735
"25017352200","Age55-64","Female",3,4.17978227641618
"25017352200","Age55-64","Male",4,3.23404040058151
"25017352200","Age65-74","Female",16,11.3827591970392
"25017352200","Age65-74","Male",16,9.32131461804786
"25017352200","Age75-84","Female",17,12.3623625037267
"25017352200","Age75-84","Male",19,9.39706609235984
"25017352200","Age85+","Female",24,48.1976366436216
"25017352200","Age85+","Male",14,5.55592353240595
"25017352300","Age0-4","Female",0,1.01678686654152
"25017352300","Age0-4","Male",1,0.413153502499721
"25017352300","Age10-14","Female",0,0.0176212867711961
"25017352300","Age10-14","Male",0,0.00731813002519619
"25017352300","Age15-19","Female",0,0.0909330064585028
"25017352300","Age15-19","Male",0,0.0456030392749849
"25017352300","Age20-24","Female",0,0.508790005743076
"25017352300","Age20-24","Male",0,0.740116444122484
"25017352300","Age25-29","Female",0,1.73975527963798
"25017352300","Age25-29","Male",0,2.47622836470012
"25017352300","Age30-34","Female",0,2.32634403603743
"25017352300","Age30-34","Male",1,2.66552763325463
"25017352300","Age35-44","Female",1,2.04615175473116
"25017352300","Age35-44","Male",1,2.61913569205452
"25017352300","Age45-54","Female",0,2.2965498595927
"25017352300","Age45-54","Male",5,1.70348478596162
"25017352300","Age5-9","Female",0,0.0230339160938851
"25017352300","Age5-9","Male",0,0.0186991200762167
"25017352300","Age55-64","Female",1,5.05277477718665
"25017352300","Age55-64","Male",4,6.72601040366338
"25017352300","Age65-74","Female",8,8.45491037470367
"25017352300","Age65-74","Male",7,7.39431207681681
"25017352300","Age75-84","Female",6,21.508840166957
"25017352300","Age75-84","Male",3,6.34824020461642
"25017352300","Age85+","Female",13,1.38898088310149
"25017352300","Age85+","Male",3,4.5836369142349
"25017352400","Age0-4","Female",0,0.397950884442372
"25017352400","Age0-4","Male",0,0.322832065806059
"25017352400","Age10-14","Female",0,0.0328352939288408
"25017352400","Age10-14","Male",0,0.0327390027442988
"25017352400","Age15-19","Female",0,0.125340089983342
"25017352400","Age15-19","Male",0,0.0947560157390405
"25017352400","Age20-24","Female",0,0.244142307541703
"25017352400","Age20-24","Male",1,0.181344548646461
"25017352400","Age25-29","Female",0,0.635545294571944
"25017352400","Age25-29","Male",1,0.668521701365771
"25017352400","Age30-34","Female",0,0.835374442616222
"25017352400","Age30-34","Male",1,0.643609864684234
"25017352400","Age35-44","Female",0,1.19819697349122
"25017352400","Age35-44","Male",2,1.06916037634601
"25017352400","Age45-54","Female",2,2.07572775770879
"25017352400","Age45-54","Male",3,1.43534366224544
"25017352400","Age5-9","Female",0,0.0249888241018532
"25017352400","Age5-9","Male",0,0.0447928921825736
"25017352400","Age55-64","Female",0,3.43244778712025
"25017352400","Age55-64","Male",6,1.88487017211806
"25017352400","Age65-74","Female",4,5.94532566984463
"25017352400","Age65-74","Male",3,2.71871676359729
"25017352400","Age75-84","Female",1,1.33647162202451
"25017352400","Age75-84","Male",3,3.88412065150873
"25017352400","Age85+","Female",2,0
"25017352400","Age85+","Male",0,0.833388529860892
"25017352500","Age0-4","Female",0,0.276329939983579
"25017352500","Age0-4","Male",0,0.30405236114698
"25017352500","Age10-14","Female",0,0.00982170082328963
"25017352500","Age10-14","Male",1,0.0188730721702428
"25017352500","Age15-19","Female",0,0.0286725696040324
"25017352500","Age15-19","Male",0,0.0660834461350081
"25017352500","Age20-24","Female",0,0.685649000182734
"25017352500","Age20-24","Male",0,0.369737825332185
"25017352500","Age25-29","Female",0,1.81969808398665
"25017352500","Age25-29","Male",1,2.5271919024724
"25017352500","Age30-34","Female",1,0.919271445461466
"25017352500","Age30-34","Male",0,1.06908752197083
"25017352500","Age35-44","Female",0,1.56380066540264
"25017352500","Age35-44","Male",2,1.47931241727185
"25017352500","Age45-54","Female",2,1.73503080051647
"25017352500","Age45-54","Male",5,1.67509337286226
"25017352500","Age5-9","Female",0,0.0141943320578554
"25017352500","Age5-9","Male",0,0.028048680114325
"25017352500","Age55-64","Female",2,3.12822312776085
"25017352500","Age55-64","Male",8,3.34647125295346
"25017352500","Age65-74","Female",4,9.33625262224345
"25017352500","Age65-74","Male",7,2.76353077618406
"25017352500","Age75-84","Female",6,5.13706279715671
"25017352500","Age75-84","Male",10,2.0882369094133
"25017352500","Age85+","Female",8,7.36159868043788
"25017352500","Age85+","Male",2,1.25008279479134
"25017352600","Age0-4","Female",2,0.368439919978106
"25017352600","Age0-4","Male",2,0.359497203473783
"25017352600","Age10-14","Female",0,0.00519972396527098
"25017352600","Age10-14","Male",0,0.0295613936544109
"25017352600","Age15-19","Female",0,0.0434184625432491
"25017352600","Age15-19","Male",0,0.123155513251606
"25017352600","Age20-24","Female",0,0.763825802072728
"25017352600","Age20-24","Male",1,0.670269957187981
"25017352600","Age25-29","Female",0,0.766451636692895
"25017352600","Age25-29","Male",1,1.25210417311108
"25017352600","Age30-34","Female",0,0.514168774580142
"25017352600","Age30-34","Male",1,1.15538158204023
"25017352600","Age35-44","Female",0,1.70973491217401
"25017352600","Age35-44","Male",5,1.25964297213179
"25017352600","Age45-54","Female",0,1.70348478596162
"25017352600","Age45-54","Male",4,0.712939928939493
"25017352600","Age5-9","Female",0,0.00348483601420402
"25017352600","Age5-9","Male",0,0.0227789280928458
"25017352600","Age55-64","Female",1,4.04751068539036
"25017352600","Age55-64","Male",2,4.98663898167374
"25017352600","Age65-74","Female",4,6.52790783347262
"25017352600","Age65-74","Male",3,6.30383777053878
"25017352600","Age75-84","Female",8,3.38294379324954
"25017352600","Age75-84","Male",10,3.34117905506127
"25017352600","Age85+","Female",15,30.2797832516124
"25017352600","Age85+","Male",8,6.80600632719728
"25017352700","Age0-4","Female",0,0.0751188186363128
"25017352700","Age0-4","Male",0,0.409576415897991
"25017352700","Age10-14","Female",0,0.0229173019210091
"25017352700","Age10-14","Male",0,0.026094911010897
"25017352700","Age15-19","Female",0,0.0311302184272352
"25017352700","Age15-19","Male",0,0.00955752320134414
"25017352700","Age20-24","Female",0,0.366533858041611
"25017352700","Age20-24","Male",1,0.504304451536273
"25017352700","Age25-29","Female",0,0.817415174465174
"25017352700","Age25-29","Male",2,1.18015564919727
"25017352700","Age30-34","Female",0,0.755073025607202
"25017352700","Age30-34","Male",0,0.656793679417058
"25017352700","Age35-44","Female",1,1.20280542338926
"25017352700","Age35-44","Male",2,1.78500626050871
"25017352700","Age45-54","Female",4,2.21768482320559
"25017352700","Age45-54","Male",6,1.27761358947122
"25017352700","Age5-9","Female",0,0.0118144440481551
"25017352700","Age5-9","Male",0,0.0193790880789882
"25017352700","Age55-64","Female",3,2.34782074070846
"25017352700","Age55-64","Male",8,3.8623304579542
"25017352700","Age65-74","Female",4,4.66065730902393
"25017352700","Age65-74","Male",11,2.30045264612079
"25017352700","Age75-84","Female",9,18.1676611118957
"25017352700","Age75-84","Male",5,5.17882753534498
"25017352700","Age85+","Female",10,5.4170254440958
"25017352700","Age85+","Male",6,3.88914647268416
"25017352800","Age0-4","Female",0,0.145766279020464
"25017352800","Age0-4","Male",0,0.252184605421907
"25017352800","Age10-14","Female",0,0.0106883214841681
"25017352800","Age10-14","Male",0,0.0196434016465793
"25017352800","Age15-19","Female",0,0.0434184625432491
"25017352800","Age15-19","Male",0,0.0199342626770892
"25017352800","Age20-24","Female",0,0.392165596366199
"25017352800","Age20-24","Male",0,0.477391126295455
"25017352800","Age25-29","Female",0,1.13418853669679
"25017352800","Age25-29","Male",0,1.37101909457973
"25017352800","Age30-34","Female",0,0.678367194434407
"25017352800","Age30-34","Male",0,1.21291095541982
"25017352800","Age35-44","Female",0,0.949340678996888
"25017352800","Age35-44","Male",1,1.21355847315136
"25017352800","Age45-54","Female",3,1.4637350753448
"25017352800","Age45-54","Male",0,1.66878416995129
"25017352800","Age5-9","Female",0,0.015469272063052
"25017352800","Age5-9","Male",0,0.0158942520647842
"25017352800","Age55-64","Female",4,3.472129264428
"25017352800","Age55-64","Male",5,3.22742682103022
"25017352800","Age65-74","Female",0,6.10964371599611
"25017352800","Age65-74","Male",7,2.46477069227227
"25017352800","Age75-84","Female",3,4.00941486607353
"25017352800","Age75-84","Male",2,1.46176583658931
"25017352800","Age85+","Female",16,12.6397260362235
"25017352800","Age85+","Male",7,0
"25017352900","Age0-4","Female",0,0.19495121979424
"25017352900","Age0-4","Male",0,0.445347281915283
"25017352900","Age10-14","Female",0,0.0435236154130089
"25017352900","Age10-14","Male",0,0.0370721060486912
"25017352900","Age15-19","Female",0,0.078098618159555
"25017352900","Age15-19","Male",0,0.0251226324149617
"25017352900","Age20-24","Female",0,0.186470896311379
"25017352900","Age20-24","Male",0,0.157635190696217
"25017352900","Age25-29","Female",0,1.16416708832754
"25017352900","Age25-29","Male",1,0.993289344032253
"25017352900","Age30-34","Female",0,1.50894752260233
"25017352900","Age30-34","Male",1,0.85455090040942
"25017352900","Age35-44","Female",2,2.0722663041534
"25017352900","Age35-44","Male",0,1.96166350660036
"25017352900","Age45-54","Female",1,2.24923083776044
"25017352900","Age45-54","Male",1,2.70980265026117
"25017352900","Age5-9","Female",0,0.0304285681240253
"25017352900","Age5-9","Male",0,0.028048680114325
"25017352900","Age55-64","Female",2,5.5554068230848
"25017352900","Age55-64","Male",5,2.64543182051657
"25017352900","Age65-74","Female",3,10.3520369075435
"25017352900","Age65-74","Male",9,11.4723872222127
"25017352900","Age75-84","Female",5,9.48059556873637
"25017352900","Age75-84","Male",6,11.3600087872083
"25017352900","Age85+","Female",8,6.38931206226684
"25017352900","Age85+","Male",9,3.75024838437401
"25017353000","Age0-4","Female",1,0.357708660172918
"25017353000","Age0-4","Male",1,0.219990826006345
"25017353000","Age10-14","Female",0,0.0112660685914205
"25017353000","Age10-14","Male",0,0.031487217345252
"25017353000","Age15-19","Female",0,0.0346801556163059
"25017353000","Age15-19","Male",0,0.0685410949582108
"25017353000","Age20-24","Female",0,0.560053482392252
"25017353000","Age20-24","Male",0,0.515197940324223
"25017353000","Age25-29","Female",0,2.46823408426526
"25017353000","Age25-29","Male",1,2.07951219811984
"25017353000","Age30-34","Female",0,1.25006534239415
"25017353000","Age30-34","Male",0,1.41905787669671
"25017353000","Age35-44","Female",0,1.45012556791758
"25017353000","Age35-44","Male",0,1.64214431366937
"25017353000","Age45-54","Female",3,2.95901616524445
"25017353000","Age45-54","Male",6,2.845450512847
"25017353000","Age5-9","Female",0,0.0188691120769095
"25017353000","Age5-9","Male",0,0.0192940920786417
"25017353000","Age55-64","Female",6,3.52503790083833
"25017353000","Age55-64","Male",10,4.25253165148039
"25017353000","Age65-74","Female",12,10.5312929578906
"25017353000","Age65-74","Male",13,10.6358589872597
"25017353000","Age75-84","Female",11,21.9264875488396
"25017353000","Age75-84","Male",11,28.9429635644683
"25017353000","Age85+","Female",21,26.5295348672384
"25017353000","Age85+","Male",12,8.61168147522922
"25017353101","Age0-4","Female",0,0.138612105817006
"25017353101","Age0-4","Male",0,0.219990826006345
"25017353101","Age10-14","Female",0,0.0118438156986728
"25017353101","Age10-14","Male",0,0.0145399688658503
"25017353101","Age15-19","Female",0,0.177496859453534
"25017353101","Age15-19","Male",0,0.0709987437814136
"25017353101","Age20-24","Female",0,0.799710235727152
"25017353101","Age20-24","Male",1,0.965034947920746
"25017353101","Age25-29","Female",1,1.44196833343918
"25017353101","Age25-29","Male",0,1.56587968017962
"25017353101","Age30-34","Female",0,0.86174207208187
"25017353101","Age30-34","Male",3,1.13380806702288
"25017353101","Age35-44","Female",0,1.26117912209781
